id,label,timeset,weight<total_link_strength>,score<citations>,score<pub._year>,weight<links>,weight<citations>,cluster,description,url
1411,dieperink (2003),,4,12,2003,4,12,1,"<table><tr><td>Authors:</td><td>dieperink, c; faaij, apc; van vliet, opr</td></tr><tr><td>Title:</td><td>forestry projects under the clean development mechanism? modelling of the uncertainties in carbon mitigation and related costs of plantation forestry projects</td></tr><tr><td>Source:</td><td>climatic change, 61(1-2), 123-156</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1026370624352
1412,de koning (2003),,545,29,2003,293,29,1,"<table><tr><td>Authors:</td><td>de koning, ghj; lopez-ulloa, m; veldkamp, e</td></tr><tr><td>Title:</td><td>quantification of carbon sequestration in soils following pasture to forest conversion in northwestern ecuador</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 17(4)</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1029/2003gb002099
1414,caparros (2003),,48,46,2003,38,46,1,"<table><tr><td>Authors:</td><td>caparros, a; jacquemont, f</td></tr><tr><td>Title:</td><td>conflicts between biodiversity and carbon sequestration programs: economic and legal implications</td></tr><tr><td>Source:</td><td>ecological economics, 46(1), 143-157</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0921-8009(03)00138-1
1415,almendros (2003),,42,14,2003,40,14,1,"<table><tr><td>Authors:</td><td>almendros, g; ballesta, rj; zancada, mc</td></tr><tr><td>Title:</td><td>humus quality after eucalypt reforestations in asturias (northern spain)</td></tr><tr><td>Source:</td><td>science of the total environment, 313(1-3), 245-258</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0048-9697(03)00255-9
1416,mollersten (2003),,138,96,2003,91,96,3,"<table><tr><td>Authors:</td><td>mollersten, k; moreira, jr; yan, jy</td></tr><tr><td>Title:</td><td>potential market niches for biomass energy with co2 capture and storage - opportunities for energy supply with negative co2 emissions</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 25(3), 273-285</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0961-9534(03)00013-8
1417,eggers (2003),,121,62,2003,87,62,1,"<table><tr><td>Authors:</td><td>eggers, t; kaipainen, t; karjalainen, t; lapvetelainen, t; liski, j; nabuurs, gj; pussinen, a</td></tr><tr><td>Title:</td><td>scenario analysis of the impacts of forest management and climate change on the european forest sector carbon budget</td></tr><tr><td>Source:</td><td>forest policy and economics, 5(2), 141-155</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s1389-9341(03)00021-2
1418,heller (2003),,70,209,2003,57,209,2,"<table><tr><td>Authors:</td><td>heller, mc; keoleian, ga; volk, ta</td></tr><tr><td>Title:</td><td>life cycle assessment of a willow bioenergy cropping system</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 25(2), 147-165</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0961-9534(02)00190-3
1420,balooni (2003),,3,8,2003,3,8,1,"<table><tr><td>Authors:</td><td>balooni, k</td></tr><tr><td>Title:</td><td>economics of wastelands afforestation in india, a review</td></tr><tr><td>Source:</td><td>new forests, 26(2), 101-136</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1024494010538
1421,johnson (2003),,499,24,2003,263,24,1,"<table><tr><td>Authors:</td><td>johnson, lc; smith, dl</td></tr><tr><td>Title:</td><td>expansion of juniperus virginiana l. in the great plains: changes in soil organic carbon dynamics</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 17(2)</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1029/2002gb001990
1422,lal (2003),,414,52,2003,221,52,2,"<table><tr><td>Authors:</td><td>lal, r</td></tr><tr><td>Title:</td><td>offsetting global co2 emissions by restoration of degraded soils and intensification of world agriculture and forestry</td></tr><tr><td>Source:</td><td>land degradation & development, 14(3), 309-322</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1002/ldr.562
1424,grunzweig (2003),,167,119,2003,126,119,1,"<table><tr><td>Authors:</td><td>grunzweig, jm; lin, t; rotenberg, e; schwartz, a; yakir, d</td></tr><tr><td>Title:</td><td>carbon sequestration in arid-land forest</td></tr><tr><td>Source:</td><td>global change biology, 9(5), 791-799</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1046/j.1365-2486.2003.00612.x
1425,madsen (2002),,19,44,2002,18,44,1,"<table><tr><td>Authors:</td><td>madsen, p; stanturf, ja</td></tr><tr><td>Title:</td><td>restoration concepts for temperate and boreal forests of north america and western europe</td></tr><tr><td>Source:</td><td>plant biosystems, 136(2), 143-158</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1080/11263500212331351049
1426,lal (2003),,1012,208,2003,391,208,2,"<table><tr><td>Authors:</td><td>lal, r</td></tr><tr><td>Title:</td><td>global potential of soil carbon sequestration to mitigate the greenhouse effect</td></tr><tr><td>Source:</td><td>critical reviews in plant sciences, 22(2), 151-184</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1080/713610854
1428,kraxner (2003),,95,31,2003,89,31,1,"<table><tr><td>Authors:</td><td>kraxner, f; nilsson, s; obersteiner, m</td></tr><tr><td>Title:</td><td>negative emissions from bioenergy use, carbon capture and sequestration (becs) - the case of biomass production by sustainable forest management from semi-natural temperate forests</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 24(4-5), 285-296</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s0961-9534(02)00172-1
1429,eve (2003),,313,83,2003,174,83,2,"<table><tr><td>Authors:</td><td>eve, m; paustian, k; sperow, m</td></tr><tr><td>Title:</td><td>potential soil c sequestration on us agricultural soils</td></tr><tr><td>Source:</td><td>climatic change, 57(3), 319-339</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1022888832630
1430,plantinga (2003),,101,50,2003,61,50,1,"<table><tr><td>Authors:</td><td>plantinga, aj; wu, jj</td></tr><tr><td>Title:</td><td>co-benefits from carbon sequestration in forests: evaluating reductions in agricultural externalities from an afforestation policy in wisconsin</td></tr><tr><td>Source:</td><td>land economics, 79(1), 74-85</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.2307/3147106
1431,chang (2002),,215,30,2002,124,30,1,"<table><tr><td>Authors:</td><td>chang, ys; choi, sd; lee, k</td></tr><tr><td>Title:</td><td>large rate of uptake of atmospheric carbon dioxide by planted forest biomass in korea</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 16(4)</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1029/2002gb001914
1432,ardo (2002),,97,47,2002,78,47,2,"<table><tr><td>Authors:</td><td>ardo, j; olsson, l</td></tr><tr><td>Title:</td><td>soil carbon sequestration in degraded semiarid agro-ecosystems - perils and potentials</td></tr><tr><td>Source:</td><td>ambio, 31(6), 471-477</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1639/0044-7447(2002)031[0471:scsids]2.0.co;2
1433,grogan (2002),,169,42,2002,118,42,2,"<table><tr><td>Authors:</td><td>grogan, p; matthews, r</td></tr><tr><td>Title:</td><td>a modelling analysis of the potential for soil carbon sequestration under short rotation coppice willow bioenergy plantations</td></tr><tr><td>Source:</td><td>soil use and management, 18(3), 175-183</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1079/sum2002119
1434,falloon (2002),,180,52,2002,116,52,2,"<table><tr><td>Authors:</td><td>falloon, p; pasztor, l; smith, p; szabo, j</td></tr><tr><td>Title:</td><td>comparison of approaches for estimating carbon sequestration at the regional scale</td></tr><tr><td>Source:</td><td>soil use and management, 18(3), 164-174</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1079/sum2002118
1435,gundersen (2002),,312,190,2002,199,190,2,"<table><tr><td>Authors:</td><td>gundersen, p; ritter, e; vesterdal, l</td></tr><tr><td>Title:</td><td>change in soil organic carbon following afforestation of former arable land</td></tr><tr><td>Source:</td><td>forest ecology and management, 169(1-2), 137-147</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1016/s0378-1127(02)00304-3
1436,ball (2002),,493,55,2002,318,55,1,"<table><tr><td>Authors:</td><td>ball, as; brown, s; fay, j; niles, jo; pretty, j</td></tr><tr><td>Title:</td><td>potential carbon mitigation and income in developing countries from changes in use and management of agricultural and forest lands</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society of london series a-mathematical physical and engineering sciences, 360(1797), 1621-1639</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1098/rsta.2002.1023
1437,brown (2002),,210,90,2002,159,90,1,"<table><tr><td>Authors:</td><td>brown, s; malhi, y; meir, p</td></tr><tr><td>Title:</td><td>forests, carbon and global climate</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society of london series a-mathematical physical and engineering sciences, 360(1797), 1567-1591</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1098/rsta.2002.1020
1438,hothem (2002),,65,42,2002,50,42,2,"<table><tr><td>Authors:</td><td>hothem, dl; lal, r; malone, rw; owens, lb; starr, gc</td></tr><tr><td>Title:</td><td>sediment carbon concentration and transport from small watersheds under various conservation tillage practices</td></tr><tr><td>Source:</td><td>soil & tillage research, 67(1), 65-73</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1016/s0167-1987(02)00031-4
1439,aguirre (2002),,135,36,2002,82,36,1,"<table><tr><td>Authors:</td><td>aguirre, n; fehse, j; hofstede, r; kooijman, a; paladines, c; sevink, j</td></tr><tr><td>Title:</td><td>high altitude tropical secondary forests: a competitive carbon sink?</td></tr><tr><td>Source:</td><td>forest ecology and management, 163(1-3), 9-25</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1016/s0378-1127(01)00535-7
1442,jo (2002),,21,75,2002,16,75,1,"<table><tr><td>Authors:</td><td>jo, hk</td></tr><tr><td>Title:</td><td>impacts of urban greenspace on offsetting carbon emissions for middle korea</td></tr><tr><td>Source:</td><td>journal of environmental management, 64(2), 115-126</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1006/jema.2001.0491
1443,matthews (2002),,125,43,2002,49,43,1,"<table><tr><td>Authors:</td><td>matthews, s; o'connor, r; plantinga, aj</td></tr><tr><td>Title:</td><td>quantifying the impacts on biodiversity of policies for carbon sequestration in forests</td></tr><tr><td>Source:</td><td>ecological economics, 40(1), 71-87</td></tr><tr><td>Year:</td><td>2002</td></tr></table>",http://dx.doi.org/10.1016/s0921-8009(01)00269-5
1444,justice (2001),,177,20,2001,114,20,1,"<table><tr><td>Authors:</td><td>justice, co; zhang, q</td></tr><tr><td>Title:</td><td>carbon emissions and sequestration potential of central african ecosystems</td></tr><tr><td>Source:</td><td>ambio, 30(6), 351-355</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1639/0044-7447(2001)030[0351:ceaspo]2.0.co;2
1445,bowie (2001),,167,55,2001,55,55,5,"<table><tr><td>Authors:</td><td>bowie, ar; boyd, pw; croot, pl; frew, rd; laroche, j; maldonado, mt; price, nm; strzepek, r; waite, a</td></tr><tr><td>Title:</td><td>iron uptake and physiological response of phytoplankton during a mesoscale southern ocean iron enrichment</td></tr><tr><td>Source:</td><td>limnology and oceanography, 46(7), 1802-1808</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.4319/lo.2001.46.7.1802
1446,chisholm (2001),,180,98,2001,89,98,5,"<table><tr><td>Authors:</td><td>chisholm, sw; cullen, jj; falkowski, pg</td></tr><tr><td>Title:</td><td>oceans - dis-crediting ocean fertilization</td></tr><tr><td>Source:</td><td>science, 294(5541), 309-310</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1126/science.1065349
1447,chen (2001),,301,58,2001,155,58,1,"<table><tr><td>Authors:</td><td>chen, ap; fang, jy</td></tr><tr><td>Title:</td><td>dynamic forest biomass carbon pools in china and their significance</td></tr><tr><td>Source:</td><td>acta botanica sinica, 43(9), 967-973</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",
1452,rudel (2001),,60,6,2001,58,6,1,"<table><tr><td>Authors:</td><td>rudel, tk</td></tr><tr><td>Title:</td><td>sequestering carbon in tropical forests: experiments, policy implications, and climatic change</td></tr><tr><td>Source:</td><td>society & natural resources, 14(6), 525-531</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1080/08941920152120547
1453,boyd (2001),,198,36,2001,73,36,5,"<table><tr><td>Authors:</td><td>boyd, pw; hannon, e; lancelot, c; silvoso, m</td></tr><tr><td>Title:</td><td>modeling the bloom evolution and carbon flows during soiree: implications for future in situ iron-enrichments in the southern ocean</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2745-2773</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0967-0645(01)00016-9
1457,sanhueza (2010),,179,0,2010,130,0,3,"<table><tr><td>Authors:</td><td>sanhueza, e</td></tr><tr><td>Title:</td><td>the copenhagen accord: a catastrofic warm future. do we need a plan b?</td></tr><tr><td>Source:</td><td>interciencia, 35(8), 624-631</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",
1458,gupta (2010),,90,1,2010,61,1,6,"<table><tr><td>Authors:</td><td>gupta, s</td></tr><tr><td>Title:</td><td>a practical way out of the ghg emissions problem</td></tr><tr><td>Source:</td><td>journal of canadian petroleum technology, 49(8), 33-42</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",
1459,huang (2010),,856,21,2010,385,21,2,"<table><tr><td>Authors:</td><td>huang, y; qin, z</td></tr><tr><td>Title:</td><td>quantification of soil organic carbon sequestration potential in cropland: a model approach</td></tr><tr><td>Source:</td><td>science china-life sciences, 53(7), 868-884</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11427-010-4023-3
1460,fang (2010),,211,26,2010,141,26,1,"<table><tr><td>Authors:</td><td>fang, jy; guo, zd; piao, sl; xu, b</td></tr><tr><td>Title:</td><td>biomass carbon stocks in china's forests between 2000 and 2050: a prediction based on forest biomass-age relationships</td></tr><tr><td>Source:</td><td>science china-life sciences, 53(7), 776-783</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11427-010-4030-4
1461,chisholm (2010),,200,48,2010,159,48,1,"<table><tr><td>Authors:</td><td>chisholm, ra</td></tr><tr><td>Title:</td><td>trade-offs between ecosystem services: water and carbon in a biodiversity hotspot</td></tr><tr><td>Source:</td><td>ecological economics, 69(10), 1973-1987</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.ecolecon.2010.05.013
1463,bagchi (2010),,174,46,2010,147,46,2,"<table><tr><td>Authors:</td><td>bagchi, s; ritchie, me</td></tr><tr><td>Title:</td><td>introduced grazers can restrict potential soil carbon sequestration through impacts on plant community composition</td></tr><tr><td>Source:</td><td>ecology letters, 13(8), 959-968</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1111/j.1461-0248.2010.01486.x
1464,li (2010),,249,6,2010,141,6,1,"<table><tr><td>Authors:</td><td>li, kr; xu, xl</td></tr><tr><td>Title:</td><td>biomass carbon sequestration by planted forests in china</td></tr><tr><td>Source:</td><td>chinese geographical science, 20(4), 289-297</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1007/s11769-010-0401-9
1465,bird (2010),,100,34,2010,73,34,1,"<table><tr><td>Authors:</td><td>bird, dn; schwaiger, hp</td></tr><tr><td>Title:</td><td>integration of albedo effects caused by land use change into the climate balance: should we still account in greenhouse gas units?</td></tr><tr><td>Source:</td><td>forest ecology and management, 260(3), 278-286</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2009.12.002
1466,caldeira (2010),,310,25,2010,199,25,3,"<table><tr><td>Authors:</td><td>caldeira, k; cao, l</td></tr><tr><td>Title:</td><td>atmospheric carbon dioxide removal: long-term consequences and commitment</td></tr><tr><td>Source:</td><td>environmental research letters, 5(2)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/5/2/024011
1467,huang (2010),,484,16,2010,273,16,2,"<table><tr><td>Authors:</td><td>huang, s; liu, wr; rui, wy; sun, yn; zhang, wj</td></tr><tr><td>Title:</td><td>long-term effect of no-tillage on soil organic carbon fractions in a continuous maize cropping system of northeast china</td></tr><tr><td>Source:</td><td>pedosphere, 20(3), 285-292</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",
1468,moran (2010),,297,33,2010,157,33,6,"<table><tr><td>Authors:</td><td>moran, d; pratt, k</td></tr><tr><td>Title:</td><td>evaluating the cost-effectiveness of global biochar mitigation potential</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 34(8), 1149-1158</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.biombioe.2010.03.004
1469,fernandez-nunez (2010),,323,16,2010,212,16,1,"<table><tr><td>Authors:</td><td>fernandez-nunez, e; mosquera-losada, mr; rigueiro-rodriguez, a</td></tr><tr><td>Title:</td><td>carbon allocation dynamics one decade after afforestation with pinus radiata d. don and betula alba l. under two stand densities in nw spain</td></tr><tr><td>Source:</td><td>ecological engineering, 36(7), 876-890</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2010.03.007
1470,allen (2010),,23,8,2010,17,8,1,"<table><tr><td>Authors:</td><td>allen, dj; cary, j; dominy, swj; gilsenan, r; hatton, t; koven, a; mckenney, dw; sidders, d; yemshanov, d</td></tr><tr><td>Title:</td><td>a retrospective and lessons learned from natural resources canada's forest 2020 afforestation initiative</td></tr><tr><td>Source:</td><td>forestry chronicle, 86(3), 339-347</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",
1471,anjum (2010),,6,2,2010,6,2,2,"<table><tr><td>Authors:</td><td>anjum, sa; saleem, mf; wang, gx; wang, lc; xue, ll; zou, cm</td></tr><tr><td>Title:</td><td>desertification in pakistan: causes, impacts and management</td></tr><tr><td>Source:</td><td>journal of food agriculture & environment, 8(2), 1203-1208</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",
1472,gussow (2010),,418,14,2010,203,14,5,"<table><tr><td>Authors:</td><td>gussow, k; oschlies, a; proelss, a; rehdanz, k; rickels, w</td></tr><tr><td>Title:</td><td>ocean iron fertilization: why further research is needed</td></tr><tr><td>Source:</td><td>marine policy, 34(5), 911-918</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.marpol.2010.01.015
1473,boyd (2001),,200,114,2001,55,114,5,"<table><tr><td>Authors:</td><td>boyd, pw; chang, h; gall, mp; hall, j; safi, ka</td></tr><tr><td>Title:</td><td>phytoplankton processes. part 1: community structure during the southern ocean iron release experiment (soiree)</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2551-2570</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0967-0645(01)00008-x
1474,abraham (2001),,142,108,2001,48,108,5,"<table><tr><td>Authors:</td><td>abraham, er; boyd, pw</td></tr><tr><td>Title:</td><td>iron-mediated changes in phytoplankton photosynthetic competence during soiree</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2529-2550</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0967-0645(01)00007-8
1475,law (2001),,206,31,2001,81,31,5,"<table><tr><td>Authors:</td><td>law, cs; ling, rd</td></tr><tr><td>Title:</td><td>nitrous oxide flux and response to increased iron availability in the antarctic circumpolar current</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2509-2527</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0967-0645(01)00006-6
1476,bakker (2001),,294,50,2001,93,50,5,"<table><tr><td>Authors:</td><td>bakker, dce; law, cs; watson, aj</td></tr><tr><td>Title:</td><td>southern ocean iron enrichment promotes inorganic carbon drawdown</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2483-2507</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0967-0645(01)00005-4
1478,chen (2001),,184,621,2001,112,621,1,"<table><tr><td>Authors:</td><td>chen, ap; ci, l; fang, jy; peng, ch; zhao, sq</td></tr><tr><td>Title:</td><td>changes in forest biomass carbon storage in china between 1949 and 1998</td></tr><tr><td>Source:</td><td>science, 292(5525), 2320-2322</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1126/science.1058629
1479,[anonymous] (2001),,57,0,2001,40,0,5,"<table><tr><td>Authors:</td><td>[anonymous]</td></tr><tr><td>Title:</td><td>iron fertilization and the indian ocean</td></tr><tr><td>Source:</td><td>south african journal of science, 97(3-4), 118-118</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",
1482,mosnaim (2001),,9,4,2001,9,4,2,"<table><tr><td>Authors:</td><td>mosnaim, a</td></tr><tr><td>Title:</td><td>estimating co2 abatement and sequestration potentials for chile</td></tr><tr><td>Source:</td><td>energy policy, 29(8), 631-640</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0301-4215(00)00160-9
1483,mauldin (2001),,126,14,2001,61,14,1,"<table><tr><td>Authors:</td><td>mauldin, t; plantinga, aj</td></tr><tr><td>Title:</td><td>a method for estimating the cost of co2 mitigation through afforestation</td></tr><tr><td>Source:</td><td>climatic change, 49(1-2), 21-40</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1023/a:1010749214244
1484,fischer (2001),,11,143,2001,11,143,1,"<table><tr><td>Authors:</td><td>fischer, g; schrattenholzer, l</td></tr><tr><td>Title:</td><td>global bioenergy potentials through 2050</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 20(3), 151-159</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0961-9534(00)00074-x
1485,grieve (2001),,21,35,2001,20,35,2,"<table><tr><td>Authors:</td><td>grieve, ic</td></tr><tr><td>Title:</td><td>human impacts on soil properties and their implications for the sensitivity of soil systems in scotland</td></tr><tr><td>Source:</td><td>catena, 42(2-4), 361-374</td></tr><tr><td>Year:</td><td>2001</td></tr></table>",http://dx.doi.org/10.1016/s0341-8162(00)00147-8
1486,chimner (2000),,271,89,2000,180,89,1,"<table><tr><td>Authors:</td><td>chimner, ra; kaye, jp; kaye, mw; resh, sc</td></tr><tr><td>Title:</td><td>nutrient and carbon dynamics in a replacement series of eucalyptus and albizia trees</td></tr><tr><td>Source:</td><td>ecology, 81(12), 3267-3273</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",
1487,lugo (2000),,354,231,2000,172,231,1,"<table><tr><td>Authors:</td><td>lugo, ae; ostertag, r; silver, wl</td></tr><tr><td>Title:</td><td>the potential for carbon sequestration through reforestation of abandoned tropical agricultural and pasture lands</td></tr><tr><td>Source:</td><td>restoration ecology, 8(4), 394-407</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1046/j.1526-100x.2000.80054.x
1489,coleman (2000),,102,63,2000,85,63,2,"<table><tr><td>Authors:</td><td>coleman, k; cortina, j; falloon, p; romanya, j; smith, p</td></tr><tr><td>Title:</td><td>modelling changes in soil organic matter after planting fast-growing pinus radiata on mediterranean agricultural soils</td></tr><tr><td>Source:</td><td>european journal of soil science, 51(4), 627-641</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1111/j.1365-2389.2000.00343.x
1490,de cara (2000),,25,28,2000,24,28,1,"<table><tr><td>Authors:</td><td>de cara, s; jayet, pa</td></tr><tr><td>Title:</td><td>emissions of greenhouse gases from agriculture: the heterogeneity of abatement costs in france</td></tr><tr><td>Source:</td><td>european review of agricultural economics, 27(3), 281-303</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1093/erae/27.3.281
1492,abraham (2000),,241,953,2000,77,953,5,"<table><tr><td>Authors:</td><td>abraham, er; bakker, dce; bowie, ar; boyd, pw; buesseler, ko; chang, h; charette, m; croot, p; downing, k; frew, r; gall, m; hadfield, m; hall, j; harvey, m; jameson, g; laroche, j; law, cs; liddicoat, m; ling, r; maldonado, mt; mckay, rm; murdoch, r; nodder, s; pickmere, s; pridmore, r; rintoul, s; safi, k; strzepek, r; sutton, p; tanneberger, k; trull, t; turner, s; waite, a; watson, aj; zeldis, j</td></tr><tr><td>Title:</td><td>a mesoscale phytoplankton bloom in the polar southern ocean stimulated by iron fertilization</td></tr><tr><td>Source:</td><td>nature, 407(6805), 695-702</td></tr><tr><td>Year:</td><td>2000</td></tr></table>",http://dx.doi.org/10.1038/35037500
1689,baskent (2007),,56,18,2007,48,18,1,"<table><tr><td>Authors:</td><td>baskent, ez; keles, s</td></tr><tr><td>Title:</td><td>modelling and analyzing timber production and carbon sequestration values of forest ecosystems: a case study</td></tr><tr><td>Source:</td><td>polish journal of environmental studies, 16(3), 473-479</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",
1691,bondeau (2007),,412,80,2007,258,80,1,"<table><tr><td>Authors:</td><td>bondeau, a; carter, tr; cramer, w; erhard, m; prentice, ic; reginster, i; rounsevell, mda; sitch, s; smith, b; smith, pc; sykes, m; zaehle, s</td></tr><tr><td>Title:</td><td>projected changes in terrestrial carbon storage in europe under climate and land-use change, 1990-2100</td></tr><tr><td>Source:</td><td>ecosystems, 10(3), 380-401</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10021-007-9028-9
1693,alcamo (2007),,145,9,2007,120,9,2,"<table><tr><td>Authors:</td><td>alcamo, j; schaldach, r</td></tr><tr><td>Title:</td><td>simulating the effects of urbanization, afforestation and cropland abandonment on a regional carbon balance: a case study for central germany</td></tr><tr><td>Source:</td><td>regional environmental change, 7(3), 137-148</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1007/s10113-007-0034-4
1696,heath (2007),,268,11,2007,192,11,1,"<table><tr><td>Authors:</td><td>heath, ls; smith, je; woodbury, pb</td></tr><tr><td>Title:</td><td>effects of land use change on soil carbon cycling in the conterminous united states from 1900 to 2050</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 21(3)</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1029/2007gb002950
1697,krysanova (2007),,767,9,2007,388,9,2,"<table><tr><td>Authors:</td><td>krysanova, v; merbach, i; mirschel, w; post, j; rogasik, j; suckow, f</td></tr><tr><td>Title:</td><td>integrated eco-hydrological modelling of soil organic matter dynamics for the assessment of environmental change impacts in meso- to macro-scale river basins</td></tr><tr><td>Source:</td><td>ecological modelling, 206(1-2), 93-109</td></tr><tr><td>Year:</td><td>2007</td></tr></table>",http://dx.doi.org/10.1016/j.ecolmodel.2007.03.028
