id,label,timeset,grain for green,weight<links>,weight<citations>,cluster,url,score<pub._year>,green town,score<norm._citations>,diverging incentives for afforestation from carbon sequestration: an economic analysis of the eu afforestation program in the south of italy,beijing-tianjin sandstorm source control,weight<norm._citations>,weight<total_link_strength>,stimulated,score<citations>,description
1796.0,irvine (2009),,,30.0,0.0,4.0,http://dx.doi.org/10.3184/003685009x461495,2009.0,,0.0,,,0.0,55.0,,0.0,"<table><tr><td>Authors:</td><td>irvine, p.; ridgwell, a.</td></tr><tr><td>Title:</td><td>'geoengineering' - taking control of our planet's climate</td></tr><tr><td>Source:</td><td>sci. prog., 92, 139-162</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1797.0,kumar (2009),,,1.0,0.0,4.0,,2009.0,,0.0,,,0.0,1.0,,0.0,"<table><tr><td>Authors:</td><td>kumar, m.; nandini, n.; tandon, s.</td></tr><tr><td>Title:</td><td>assessment of carbon sequestration in trees of jnanabharathi campus-bangalore university</td></tr><tr><td>Source:</td><td>ecol. environ. conserv., 15, 503-508</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1799.0,chisholm (2009),,,23.0,0.0,4.0,http://dx.doi.org/10.5670/oceanog.2009.83,2009.0,,0.0,,,0.0,50.0,,0.0,"<table><tr><td>Authors:</td><td>chisholm, s, w.; cullen, j, j.; strong, a, l.</td></tr><tr><td>Title:</td><td>ocean fertilization: science, policy, and commerce</td></tr><tr><td>Source:</td><td>oceanogr., 22, 236-261</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1800.0,kairo (2009),,,8.0,0.0,4.0,http://dx.doi.org/10.1080/10549810902791523,2009.0,,0.0,,,0.0,8.0,,0.0,"<table><tr><td>Authors:</td><td>kairo, j, g.; ochiewo, j.; wanjiru, c.</td></tr><tr><td>Title:</td><td>net pay: economic analysis of a replanted mangrove plantation in kenya</td></tr><tr><td>Source:</td><td>j. sustainable for., 28, 395-414</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1801.0,han (2009),,,54.0,0.0,4.0,,2009.0,,0.0,,,0.0,113.0,,0.0,"<table><tr><td>Authors:</td><td>han, b.; lu, f.; ouyang, z.-y.; wang, x.-k.; zheng, h.</td></tr><tr><td>Title:</td><td>researches on the greenhouse gas leakage and net mitigation potentials of soil carbon sequestration measures in croplands</td></tr><tr><td>Source:</td><td>shengtai xuebao acta ecol. sin., 29, 4993-5006</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1804.0,crenshaw (2009),,,67.0,0.0,4.0,http://dx.doi.org/10.1007/s10668-008-9157-0,2009.0,,0.0,,,0.0,83.0,,0.0,"<table><tr><td>Authors:</td><td>crenshaw, c, l.; elston, d.; fellman, j, b.; franz, e, h.</td></tr><tr><td>Title:</td><td>global estimates of soil carbon sequestration via livestock waste: a stella simulation</td></tr><tr><td>Source:</td><td>environ. dev. sustainability, 11, 871-885</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1805.0,bjarnadottir (2009),,,21.0,0.0,4.0,,2009.0,,0.0,,,0.0,22.0,,0.0,"<table><tr><td>Authors:</td><td>bjarnadottir, b.; lindroth, a.; sigurdsson, b, d.</td></tr><tr><td>Title:</td><td>seasonal and annual variation of carbon fluxes in a young siberian larch (larix sibirica) plantation in iceland</td></tr><tr><td>Source:</td><td>medd. lunds univ. geogr. inst. avh., , 1-24</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1806.0,bauer (2009),,,22.0,0.0,4.0,http://dx.doi.org/10.1016/j.egypro.2009.02.196,2009.0,,0.0,,,0.0,25.0,,0.0,"<table><tr><td>Authors:</td><td>bauer, h.; bonijoly, d.; chapuis, f.; fabbri, a.; galiÃ¨gue, x.; grataloup, s.; laude, a.; ricci, o.</td></tr><tr><td>Title:</td><td>technical and economic feasibility of the capture and geological storage of co2 from a bio-fuel distillery: cper artenay project</td></tr><tr><td>Source:</td><td>energy procedia, 1, 3927-3934</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1807.0,bauer (2009),,,2.0,0.0,4.0,http://dx.doi.org/10.1016/j.egypro.2009.02.209,2009.0,,0.0,,,0.0,2.0,,0.0,"<table><tr><td>Authors:</td><td>bauer, n.; edenhofer, o.; leimbach, m.</td></tr><tr><td>Title:</td><td>low-stabilisation scenarios and technologies for carbon capture and sequestration</td></tr><tr><td>Source:</td><td>energy procedia, 1, 4031-4038</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1808.0,lindfeldt (2009),,,3.0,0.0,4.0,http://dx.doi.org/10.1016/j.egypro.2009.02.219,2009.0,,0.0,,,0.0,3.0,,0.0,"<table><tr><td>Authors:</td><td>lindfeldt, e, g.; westermark, m, o.</td></tr><tr><td>Title:</td><td>biofuel production with ccs as a strategy for creating a co2 -neutral road transport sector</td></tr><tr><td>Source:</td><td>energy procedia, 1, 4111-4118</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1809.0,cherry (2009),,,20.0,0.0,4.0,http://dx.doi.org/10.1016/j.egypro.2009.01.201,2009.0,,0.0,,,0.0,26.0,,0.0,"<table><tr><td>Authors:</td><td>cherry, r, s.; ferreira, j, c.; heidel, k, r.; keith, d, w.; mahmoudkhani, m.</td></tr><tr><td>Title:</td><td>low energy packed tower and caustic recovery for direct capture of co2 from air</td></tr><tr><td>Source:</td><td>energy procedia, 1, 1535-1542</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1810.0,brazel (2009),,,10.0,0.0,4.0,http://dx.doi.org/10.1016/j.egypro.2009.02.328,2009.0,,0.0,,,0.0,14.0,,0.0,"<table><tr><td>Authors:</td><td>brazel, l, a.; max, m, d.; osegovic, j, p.; sheps, k, m.; tatro, s, r.</td></tr><tr><td>Title:</td><td>a case for deep-ocean co2 sequestration</td></tr><tr><td>Source:</td><td>energy procedia, 1, 4961-4968</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"
1812.0,kubit (2008),,,2.0,0.0,4.0,,2008.0,,0.0,,,0.0,4.0,,0.0,"<table><tr><td>Authors:</td><td>kubit, j.; renner, m.; sweeney, s.</td></tr><tr><td>Title:</td><td>green jobs: working for people and the environment</td></tr><tr><td>Source:</td><td>worldwatch pap., , 1-57</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"
1817.0,righelato (2007),,,1.0,0.0,3.0,http://dx.doi.org/10.1126/science.1141361,2007.0,,0.0,,,0.0,1.0,,0.0,"<table><tr><td>Authors:</td><td>righelato, r.; spracklen, d, v.</td></tr><tr><td>Title:</td><td>carbon mitigation by biofuels or by saving and restoring forests?</td></tr><tr><td>Source:</td><td>science, 317, 902</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"
1819.0,cardinoza (2007),,,24.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-005-9011-8,2007.0,,0.0,,,0.0,28.0,,0.0,"<table><tr><td>Authors:</td><td>cardinoza, m, m.; lasco, r, d.</td></tr><tr><td>Title:</td><td>baseline carbon stocks assessment and projection of future carbon benefits of a carbon sequestration project in east timor</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 12, 243-257</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"
1821.0,lal (2007),,,88.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-006-9036-7,2007.0,,0.0,,,0.0,173.0,,0.0,"<table><tr><td>Authors:</td><td>lal, r.</td></tr><tr><td>Title:</td><td>carbon management in agricultural soils</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 12, 303-322</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"
1824.0,xi (2006),,,88.0,0.0,4.0,,2006.0,,0.0,,,0.0,111.0,,0.0,"<table><tr><td>Authors:</td><td>xi, j.-r.</td></tr><tr><td>Title:</td><td>changes in soil organic carbon after bamboo afforestation in cropland</td></tr><tr><td>Source:</td><td>for. res., 19, 773-777</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1825.0,grÃ¶nkvist (2006),,,14.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-006-9034-9,2006.0,,0.0,,,0.0,17.0,,0.0,"<table><tr><td>Authors:</td><td>grÃ¶nkvist, s.; mÃ¶llersten, k.; pingoud, k.</td></tr><tr><td>Title:</td><td>equal opportunity for biomass in greenhouse gas accounting of co 2 capture and storage: a step towards more cost-effective climate change mitigation regimes</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 11, 1083-1096</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1826.0,gao (2006),,,6.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-006-9026-9,2006.0,,0.0,,,0.0,8.0,,0.0,"<table><tr><td>Authors:</td><td>gao, l.; mÃ¶llersten, k.; yan, j.</td></tr><tr><td>Title:</td><td>co2 capture in pulp and paper mills: co2 balances and preliminary cost assessment</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 11, 1129-1150</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1827.0,alexandrov (2006),,,13.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-006-9031-z,2006.0,,0.0,,,0.0,18.0,,0.0,"<table><tr><td>Authors:</td><td>alexandrov, g.; benÃ­tez, p, c.; kraxner, f.; mccallum, i.; obersteiner, m.; riahi, k.; rokityanskiy, d.; yamagata, y.</td></tr><tr><td>Title:</td><td>global supply of biomass for energy and carbon sequestration from afforestation/reforestation activities</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 11, 1003-1021</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1828.0,hediger (2006),,,4.0,0.0,4.0,http://dx.doi.org/10.1016/j.ics.2006.02.001,2006.0,,0.0,,,0.0,5.0,,0.0,"<table><tr><td>Authors:</td><td>hediger, w.</td></tr><tr><td>Title:</td><td>modeling ghg emissions and carbon sequestration in swiss agriculture: an integrated economic approach</td></tr><tr><td>Source:</td><td>int. congr. ser., 1293, 86-95</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1830.0,huesemann (2006),,,35.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-006-2166-0,2006.0,,0.0,,,0.0,40.0,,0.0,"<table><tr><td>Authors:</td><td>huesemann, m, h.</td></tr><tr><td>Title:</td><td>can advances in science and technology prevent global warming? a critical review of limitations and challenges</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 11, 539-577</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1831.0,hooda (2006),,,5.0,0.0,4.0,http://dx.doi.org/10.1007/s11027-005-9008-3,2006.0,,0.0,,,0.0,6.0,,0.0,"<table><tr><td>Authors:</td><td>hooda, n.; rawat, v, r.s.</td></tr><tr><td>Title:</td><td>role of bio-energy plantations for carbon-dioxide mitigation with special reference to india</td></tr><tr><td>Source:</td><td>mitigation adapt. strateg. global change, 11, 445-467</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"
1833.0,eve (2003),,,181.0,84.0,2.0,http://dx.doi.org/10.1023/a:1022888832630,2003.0,,1.4029,,,1.4029,349.0,,84.0,"<table><tr><td>Authors:</td><td>eve, m; paustian, k; sperow, m</td></tr><tr><td>Title:</td><td>potential soil c sequestration on us agricultural soils</td></tr><tr><td>Source:</td><td>climatic change, 57(3), 319-339</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"
1834.0,plantinga (2003),,,62.0,51.0,1.0,http://dx.doi.org/10.2307/3147106,2003.0,,0.8518,,,0.8518,102.0,,51.0,"<table><tr><td>Authors:</td><td>plantinga, aj; wu, jj</td></tr><tr><td>Title:</td><td>co-benefits from carbon sequestration in forests: evaluating reductions in agricultural externalities from an afforestation policy in wisconsin</td></tr><tr><td>Source:</td><td>land economics, 79(1), 74-85</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"
1835.0,chang (2002),,,128.0,30.0,1.0,http://dx.doi.org/10.1029/2002gb001914,2002.0,,0.6984,,,0.6984,220.0,,30.0,"<table><tr><td>Authors:</td><td>chang, ys; choi, sd; lee, k</td></tr><tr><td>Title:</td><td>large rate of uptake of atmospheric carbon dioxide by planted forest biomass in korea</td></tr><tr><td>Source:</td><td>global biogeochemical cycles, 16(4)</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1836.0,lal (2002),,,198.0,138.0,2.0,http://dx.doi.org/10.1002/ldr.531,2002.0,,3.2127,,,3.2127,260.0,,138.0,"<table><tr><td>Authors:</td><td>lal, r</td></tr><tr><td>Title:</td><td>soil carbon sequestration in china through agricultural intensification, and restoration of degraded and desertified ecosystems</td></tr><tr><td>Source:</td><td>land degradation & development, 13(6), 469-478</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1837.0,ardo (2002),,,85.0,47.0,2.0,http://dx.doi.org/10.1639/0044-7447(2002)031[0471:scsids]2.0.co;2,2002.0,,1.0942,,,1.0942,106.0,,47.0,"<table><tr><td>Authors:</td><td>ardo, j; olsson, l</td></tr><tr><td>Title:</td><td>soil carbon sequestration in degraded semiarid agro-ecosystems - perils and potentials</td></tr><tr><td>Source:</td><td>ambio, 31(6), 471-477</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1838.0,grogan (2002),,,121.0,42.0,2.0,http://dx.doi.org/10.1079/sum2002119,2002.0,,0.9778,,,0.9778,173.0,,42.0,"<table><tr><td>Authors:</td><td>grogan, p; matthews, r</td></tr><tr><td>Title:</td><td>a modelling analysis of the potential for soil carbon sequestration under short rotation coppice willow bioenergy plantations</td></tr><tr><td>Source:</td><td>soil use and management, 18(3), 175-183</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1839.0,falloon (2002),,,120.0,52.0,2.0,http://dx.doi.org/10.1079/sum2002118,2002.0,,1.2106,,,1.2106,186.0,,52.0,"<table><tr><td>Authors:</td><td>falloon, p; pasztor, l; smith, p; szabo, j</td></tr><tr><td>Title:</td><td>comparison of approaches for estimating carbon sequestration at the regional scale</td></tr><tr><td>Source:</td><td>soil use and management, 18(3), 164-174</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1840.0,eve (2002),,,106.0,36.0,2.0,,2002.0,,0.8381,,,0.8381,249.0,,36.0,"<table><tr><td>Authors:</td><td>eve, md; follett, rf; howerton, k; paustian, k; sperow, m</td></tr><tr><td>Title:</td><td>predicted impact of management changes on soil carbon storage for each cropland region of the conterminous united states</td></tr><tr><td>Source:</td><td>journal of soil and water conservation, 57(4), 196-204</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1841.0,gundersen (2002),,,201.0,190.0,1.0,http://dx.doi.org/10.1016/s0378-1127(02)00304-3,2002.0,,4.4233,,,4.4233,315.0,,190.0,"<table><tr><td>Authors:</td><td>gundersen, p; ritter, e; vesterdal, l</td></tr><tr><td>Title:</td><td>change in soil organic carbon following afforestation of former arable land</td></tr><tr><td>Source:</td><td>forest ecology and management, 169(1-2), 137-147</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1842.0,ball (2002),,,334.0,55.0,1.0,http://dx.doi.org/10.1098/rsta.2002.1023,2002.0,,1.2804,,,1.2804,514.0,,55.0,"<table><tr><td>Authors:</td><td>ball, as; brown, s; fay, j; niles, jo; pretty, j</td></tr><tr><td>Title:</td><td>potential carbon mitigation and income in developing countries from changes in use and management of agricultural and forest lands</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society of london series a-mathematical physical and engineering sciences, 360(1797), 1621-1639</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1843.0,brown (2002),,,167.0,91.0,1.0,http://dx.doi.org/10.1098/rsta.2002.1020,2002.0,,2.1185,,,2.1185,218.0,,91.0,"<table><tr><td>Authors:</td><td>brown, s; malhi, y; meir, p</td></tr><tr><td>Title:</td><td>forests, carbon and global climate</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society of london series a-mathematical physical and engineering sciences, 360(1797), 1567-1591</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1844.0,hothem (2002),,,58.0,42.0,2.0,http://dx.doi.org/10.1016/s0167-1987(02)00031-4,2002.0,,0.9778,,,0.9778,75.0,,42.0,"<table><tr><td>Authors:</td><td>hothem, dl; lal, r; malone, rw; owens, lb; starr, gc</td></tr><tr><td>Title:</td><td>sediment carbon concentration and transport from small watersheds under various conservation tillage practices</td></tr><tr><td>Source:</td><td>soil & tillage research, 67(1), 65-73</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1845.0,aguirre (2002),,,82.0,36.0,1.0,http://dx.doi.org/10.1016/s0378-1127(01)00535-7,2002.0,,0.8381,,,0.8381,135.0,,36.0,"<table><tr><td>Authors:</td><td>aguirre, n; fehse, j; hofstede, r; kooijman, a; paladines, c; sevink, j</td></tr><tr><td>Title:</td><td>high altitude tropical secondary forests: a competitive carbon sink?</td></tr><tr><td>Source:</td><td>forest ecology and management, 163(1-3), 9-25</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1847.0,johnson (2002),,,81.0,17.0,5.0,,2002.0,,0.3958,,,0.3958,87.0,,17.0,"<table><tr><td>Authors:</td><td>johnson, ks; karl, dm</td></tr><tr><td>Title:</td><td>is ocean fertilization credible and creditable?</td></tr><tr><td>Source:</td><td>science, 296(5567), 467-467</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1848.0,jo (2002),,,18.0,75.0,1.0,http://dx.doi.org/10.1006/jema.2001.0491,2002.0,,1.746,,,1.746,23.0,,75.0,"<table><tr><td>Authors:</td><td>jo, hk</td></tr><tr><td>Title:</td><td>impacts of urban greenspace on offsetting carbon emissions for middle korea</td></tr><tr><td>Source:</td><td>journal of environmental management, 64(2), 115-126</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1849.0,matthews (2002),,,51.0,43.0,1.0,http://dx.doi.org/10.1016/s0921-8009(01)00269-5,2002.0,,1.0011,,,1.0011,127.0,,43.0,"<table><tr><td>Authors:</td><td>matthews, s; o'connor, r; plantinga, aj</td></tr><tr><td>Title:</td><td>quantifying the impacts on biodiversity of policies for carbon sequestration in forests</td></tr><tr><td>Source:</td><td>ecological economics, 40(1), 71-87</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"
1850.0,justice (2001),,,119.0,20.0,1.0,http://dx.doi.org/10.1639/0044-7447(2001)030[0351:ceaspo]2.0.co;2,2001.0,,0.3597,,,0.3597,183.0,,20.0,"<table><tr><td>Authors:</td><td>justice, co; zhang, q</td></tr><tr><td>Title:</td><td>carbon emissions and sequestration potential of central african ecosystems</td></tr><tr><td>Source:</td><td>ambio, 30(6), 351-355</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1851.0,bowie (2001),,,101.0,55.0,5.0,http://dx.doi.org/10.4319/lo.2001.46.7.1802,2001.0,,0.9892,,,0.9892,316.0,,55.0,"<table><tr><td>Authors:</td><td>bowie, ar; boyd, pw; croot, pl; frew, rd; laroche, j; maldonado, mt; price, nm; strzepek, r; waite, a</td></tr><tr><td>Title:</td><td>iron uptake and physiological response of phytoplankton during a mesoscale southern ocean iron enrichment</td></tr><tr><td>Source:</td><td>limnology and oceanography, 46(7), 1802-1808</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1852.0,chisholm (2001),,,136.0,99.0,5.0,http://dx.doi.org/10.1126/science.1065349,2001.0,,1.7806,,,1.7806,297.0,,99.0,"<table><tr><td>Authors:</td><td>chisholm, sw; cullen, jj; falkowski, pg</td></tr><tr><td>Title:</td><td>oceans - dis-crediting ocean fertilization</td></tr><tr><td>Source:</td><td>science, 294(5541), 309-310</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1853.0,chen (2001),,,160.0,58.0,1.0,,2001.0,,1.0432,,,1.0432,308.0,,58.0,"<table><tr><td>Authors:</td><td>chen, ap; fang, jy</td></tr><tr><td>Title:</td><td>dynamic forest biomass carbon pools in china and their significance</td></tr><tr><td>Source:</td><td>acta botanica sinica, 43(9), 967-973</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1855.0,cebrian (2001),,,2.0,50.0,1.0,http://dx.doi.org/10.1016/s0304-3770(01)00154-1,2001.0,,0.8993,,,0.8993,7.0,,50.0,"<table><tr><td>Authors:</td><td>cebrian, j; duarte, cm</td></tr><tr><td>Title:</td><td>detrital stocks and dynamics of the seagrass posidonia oceanica (l.) delile in the spanish mediterranean</td></tr><tr><td>Source:</td><td>aquatic botany, 70(4), 295-309</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1856.0,lam (2001),,,82.0,14.0,5.0,,2001.0,,0.2518,,,0.2518,105.0,,14.0,"<table><tr><td>Authors:</td><td>lam, pj; morell, fmm; tortell, pd</td></tr><tr><td>Title:</td><td>differential effects of iron additions on organic and inorganic carbon production by phytoplankton</td></tr><tr><td>Source:</td><td>limnology and oceanography, 46(5), 1199-1202</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1857.0,rudel (2001),,,58.0,6.0,1.0,http://dx.doi.org/10.1080/08941920152120547,2001.0,,0.1079,,,0.1079,60.0,,6.0,"<table><tr><td>Authors:</td><td>rudel, tk</td></tr><tr><td>Title:</td><td>sequestering carbon in tropical forests: experiments, policy implications, and climatic change</td></tr><tr><td>Source:</td><td>society & natural resources, 14(6), 525-531</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1858.0,boyd (2001),,,123.0,36.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00016-9,2001.0,,0.6475,,,0.6475,355.0,,36.0,"<table><tr><td>Authors:</td><td>boyd, pw; hannon, e; lancelot, c; silvoso, m</td></tr><tr><td>Title:</td><td>modeling the bloom evolution and carbon flows during soiree: implications for future in situ iron-enrichments in the southern ocean</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2745-2773</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1859.0,armand (2001),,,78.0,76.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00013-3,2001.0,,1.3669,,,1.3669,174.0,,76.0,"<table><tr><td>Authors:</td><td>armand, l; trull, tw</td></tr><tr><td>Title:</td><td>insights into southern ocean carbon export from the delta c-13 of particles and dissolved inorganic carbon during the soiree iron release experiment</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2655-2680</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1860.0,hall (2001),,,120.0,75.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00010-8,2001.0,,1.3489,,,1.3489,440.0,,75.0,"<table><tr><td>Authors:</td><td>hall, ja; safi, k</td></tr><tr><td>Title:</td><td>the impact of in situ fe fertilisation on the microbial food web in the southern ocean</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2591-2613</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1861.0,boyd (2001),,,132.0,68.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00009-1,2001.0,,1.223,,,1.223,577.0,,68.0,"<table><tr><td>Authors:</td><td>boyd, pw; gall, mp; maldonado, m; strzepek, r</td></tr><tr><td>Title:</td><td>phytoplankton processes. part 2. rates of primary production and factors controlling algal growth during the southern ocean iron release experiment (soiree)</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2571-2590</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1862.0,boyd (2001),,,103.0,114.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00008-x,2001.0,,2.0504,,,2.0504,417.0,,114.0,"<table><tr><td>Authors:</td><td>boyd, pw; chang, h; gall, mp; hall, j; safi, ka</td></tr><tr><td>Title:</td><td>phytoplankton processes. part 1: community structure during the southern ocean iron release experiment (soiree)</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2551-2570</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1863.0,abraham (2001),,,91.0,108.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00007-8,2001.0,,1.9424,,,1.9424,273.0,,108.0,"<table><tr><td>Authors:</td><td>abraham, er; boyd, pw</td></tr><tr><td>Title:</td><td>iron-mediated changes in phytoplankton photosynthetic competence during soiree</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2529-2550</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1864.0,law (2001),,,131.0,31.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00006-6,2001.0,,0.5576,,,0.5576,327.0,,31.0,"<table><tr><td>Authors:</td><td>law, cs; ling, rd</td></tr><tr><td>Title:</td><td>nitrous oxide flux and response to increased iron availability in the antarctic circumpolar current</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2509-2527</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1865.0,bakker (2001),,,144.0,50.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00005-4,2001.0,,0.8993,,,0.8993,501.0,,50.0,"<table><tr><td>Authors:</td><td>bakker, dce; law, cs; watson, aj</td></tr><tr><td>Title:</td><td>southern ocean iron enrichment promotes inorganic carbon drawdown</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2483-2507</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1866.0,boyd (2001),,,141.0,71.0,5.0,http://dx.doi.org/10.1016/s0967-0645(01)00002-9,2001.0,,1.277,,,1.277,635.0,,71.0,"<table><tr><td>Authors:</td><td>boyd, pw; law, cs</td></tr><tr><td>Title:</td><td>the southern ocean iron release experiment (soiree) - introduction and summary</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 48(11-12), 2425-2438</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1867.0,chen (2001),,,116.0,624.0,1.0,http://dx.doi.org/10.1126/science.1058629,2001.0,,11.223,,,11.223,189.0,,624.0,"<table><tr><td>Authors:</td><td>chen, ap; ci, l; fang, jy; peng, ch; zhao, sq</td></tr><tr><td>Title:</td><td>changes in forest biomass carbon storage in china between 1949 and 1998</td></tr><tr><td>Source:</td><td>science, 292(5525), 2320-2322</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1868.0,[anonymous] (2001),,,71.0,0.0,5.0,,2001.0,,0.0,,,0.0,98.0,,0.0,"<table><tr><td>Authors:</td><td>[anonymous]</td></tr><tr><td>Title:</td><td>iron fertilization and the indian ocean</td></tr><tr><td>Source:</td><td>south african journal of science, 97(3-4), 118-118</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1871.0,mosnaim (2001),,,11.0,4.0,2.0,http://dx.doi.org/10.1016/s0301-4215(00)00160-9,2001.0,,0.0719,,,0.0719,20.0,,4.0,"<table><tr><td>Authors:</td><td>mosnaim, a</td></tr><tr><td>Title:</td><td>estimating co2 abatement and sequestration potentials for chile</td></tr><tr><td>Source:</td><td>energy policy, 29(8), 631-640</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1872.0,mauldin (2001),,,63.0,14.0,1.0,http://dx.doi.org/10.1023/a:1010749214244,2001.0,,0.2518,,,0.2518,131.0,,14.0,"<table><tr><td>Authors:</td><td>mauldin, t; plantinga, aj</td></tr><tr><td>Title:</td><td>a method for estimating the cost of co2 mitigation through afforestation</td></tr><tr><td>Source:</td><td>climatic change, 49(1-2), 21-40</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"
1873.0,coleman (2000),,,102.0,71.0,2.0,,2000.0,,0.4957,,,0.4957,116.0,,71.0,"<table><tr><td>Authors:</td><td>coleman, k; falloon, p; milne, r; powlson, ds; smith, ju; smith, p</td></tr><tr><td>Title:</td><td>revised estimates of the carbon mitigation potential of uk agricultural land</td></tr><tr><td>Source:</td><td>soil use and management, 16(4), 293-295</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"
